filename,unique_id,Total,chromosome,ecDNA,MIA_total,TP,TP_partial,FN,FP,ref_total
NCIH2170_HIGH_HER2_R1_G1_2404_S2_31_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_31_Merge(RGB),247,19,228,33,18,15,214,0,247
NCIH2170_TOTAL_HER2_R1_G0_2501_103_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_103,127,0,127,42,21,14,92,7,127
NCIH2170_TOTAL_HER2_R1_G1_2404_48_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_48_Merge(RGB),170,0,170,77,37,32,101,8,170
NCIH2170_TOTAL_HER2_R1_G2_24_10_25_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_25_Merge(RGB),213,0,213,113,41,45,127,27,213
NCIH2170_LOW_HER2_R1_G2_24_10_40_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_40_Merge(RGB),81,4,77,24,6,11,64,7,81
NCIH2170_HIGH_HER2_R1_G0_2501_71_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_71,342,0,342,123,43,69,230,11,342
NCIH2170_HIGH_HER2_R1_G2_24_10_62_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_62_Merge(RGB),236,8,228,85,42,31,163,12,236
NCIH2170_TOTAL_HER2_R1_G1_2404_106_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_106_Merge(RGB),224,20,204,184,86,47,91,51,224
NCIH2170_HIGH_HER2_R1_G1_2404_S2_57_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_57_Merge(RGB),440,0,440,236,97,83,260,56,440
NCIH2170_HIGH_HER2_R1_G2_24_10_9_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_9_Merge(RGB),320,11,309,149,101,31,188,17,320
NCIH2170_HIGH_HER2_R1_G1_2404_S2_41_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_41_Merge(RGB),260,55,205,60,26,24,210,10,260
NCIH2170_TOTAL_HER2_R1_G1_2404_120_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_120_Merge(RGB),260,2,258,160,84,31,145,45,260
NCIH2170_LOW_HER2_R1_G2_24_10_123_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_123_Merge(RGB),180,12,168,80,44,22,114,14,180
NCIH2170_TOTAL_HER2_R1_G2_24_10_26_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_26_Merge(RGB),311,6,305,93,23,50,238,20,311
NCIH2170_HIGH_HER2_R1_G2_24_10_7_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_7_Merge(RGB),305,23,282,29,6,23,276,0,305
NCIH2170_TOTAL_HER2_R1_G2_24_10_74_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_74_Merge(RGB),159,0,159,51,36,10,113,5,159
NCIH2170_LOW_HER2_R1_G0_2501_12B_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_12B,178,1,177,85,40,32,106,13,178
NCIH2170_TOTAL_HER2_R1_G1_2404_69_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_69_Merge(RGB),270,0,270,120,61,52,157,7,270
NCIH2170_HIGH_HER2_R1_G0_2501_118_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_118,226,17,209,48,15,33,178,0,226
NCIH2170_HIGH_HER2_R1_G0_2501_58_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_58,200,3,197,76,26,35,139,15,200
NCIH2170_HIGH_HER2_R1_G1_2404_S2_60_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_60_Merge(RGB),215,0,215,53,25,20,170,8,215
NCIH2170_HIGH_HER2_R1_G2_24_10_34_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_34_Merge(RGB),301,25,276,36,9,22,270,5,301
NCIH2170_LOW_HER2_R1_G0_2501_1_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_1,157,4,153,33,0,20,137,13,157
NCIH2170_LOW_HER2_R1_G2_24_10_98_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_98_Merge(RGB),267,0,267,138,80,30,157,28,267
NCIH2170_HIGH_HER2_R1_G1_2404_S2_14_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_14_Merge(RGB),384,13,371,188,91,65,228,32,384
NCIH2170_LOW_HER2_R1_G2_24_10_113_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_113_Merge(RGB),430,13,417,126,53,66,311,7,430
NCIH2170_TOTAL_HER2_R1_G1_2404_118_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_118_Merge(RGB),215,0,215,134,84,29,102,21,215
NCIH2170_TOTAL_HER2_R1_G2_24_10_11_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_11_Merge(RGB),253,5,248,97,41,43,169,13,253
NCIH2170_HIGH_HER2_R1_G1_2404_S2_49_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_49_Merge(RGB),219,0,219,187,132,22,65,33,219
NCIH2170_HIGH_HER2_R1_G0_2501_92_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_92,148,12,136,41,10,19,119,12,148
NCIH2170_TOTAL_HER2_R1_G2_24_10_92_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_92_Merge(RGB),462,1,461,243,122,89,251,32,462
NCIH2170_LOW_HER2_R1_G1_2404_14_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_14_Merge(RGB),197,32,165,8,0,6,191,2,197
NCIH2170_TOTAL_HER2_R1_G2_24_10_31_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_31_Merge(RGB),556,13,543,231,73,102,381,56,556
NCIH2170_TOTAL_HER2_R1_G0_2501_75_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_75,158,0,158,69,22,37,99,10,158
NCIH2170_TOTAL_HER2_R1_G2_24_10_32_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_32_Merge(RGB),590,5,585,400,212,107,271,81,590
NCIH2170_LOW_HER2_R1_G1_2404_16_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_16_Merge(RGB),37,0,37,50,12,8,17,30,37
NCIH2170_HIGH_HER2_R1_G0_2501_97_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_97,362,11,351,103,38,55,269,10,362
NCIH2170_HIGH_HER2_R1_G1_2404_S2_94_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_94_Merge(RGB),92,0,92,48,32,13,47,3,92
NCIH2170_LOW_HER2_R1_G0_2501_96_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_96,132,15,117,49,19,20,93,10,132
NCIH2170_HIGH_HER2_R1_G2_24_10_33_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_33_Merge(RGB),65,5,60,23,11,8,46,4,65
NCIH2170_TOTAL_HER2_R1_G1_2404_112_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_112_Merge(RGB),94,1,93,81,46,17,31,18,94
NCIH2170_LOW_HER2_R1_G0_2501_73_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_73,134,4,130,45,21,18,95,6,134
NCIH2170_TOTAL_HER2_R1_G0_2501_90_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_90,113,1,112,40,12,23,78,5,113
NCIH2170_LOW_HER2_R1_G2_24_10_21_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_21_Merge(RGB),200,0,200,96,48,36,116,12,200
NCIH2170_LOW_HER2_R1_G0_2501_95_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_95,112,13,99,31,14,14,84,3,112
NCIH2170_LOW_HER2_R1_G0_2501_123_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_123,150,8,142,56,20,30,100,6,150
NCIH2170_LOW_HER2_R1_G1_2404_74_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_74_Merge(RGB),67,11,56,34,22,7,38,5,67
NCIH2170_HIGH_HER2_R1_G0_2501_102_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_102,368,35,333,145,39,100,229,6,368
NCIH2170_TOTAL_HER2_R1_G0_2501_96_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_96,279,18,261,109,38,63,178,8,279
NCIH2170_HIGH_HER2_R1_G2_24_10_31_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_31_Merge(RGB),230,9,221,83,46,30,154,7,230
NCIH2170_TOTAL_HER2_R1_G1_2404_57_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_57_Merge(RGB),327,3,324,130,60,39,228,31,327
NCIH2170_TOTAL_HER2_R1_G0_2501_115_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_115,464,0,464,108,30,76,358,2,464
NCIH2170_LOW_HER2_R1_G2_24_10_60_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_60_Merge(RGB),245,5,240,80,33,31,181,16,245
NCIH2170_TOTAL_HER2_R1_G2_24_10_2_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_2_Merge(RGB),258,25,233,100,29,47,182,24,258
NCIH2170_TOTAL_HER2_R1_G0_2501_78_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_78,168,0,168,89,32,24,112,33,168
NCIH2170_LOW_HER2_R1_G1_2404_39_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_39_Merge(RGB),223,10,213,220,123,39,61,58,223
NCIH2170_HIGH_HER2_R1_G2_24_10_78_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_78_Merge(RGB),168,18,150,67,26,29,113,12,168
NCIH2170_TOTAL_HER2_R1_G0_2501_109B_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_109B,115,6,109,42,22,17,76,3,115
NCIH2170_LOW_HER2_R1_G0_2501_102_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_102,87,18,69,35,8,18,61,9,87
NCIH2170_TOTAL_HER2_R1_G1_2404_78_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_78_Merge(RGB),157,0,157,157,41,52,64,64,157
NCIH2170_LOW_HER2_R1_G2_24_10_25_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_25_Merge(RGB),190,5,185,49,33,12,145,4,190
NCIH2170_TOTAL_HER2_R1_G0_2501_80_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_80,282,0,282,70,32,36,214,2,282
NCIH2170_TOTAL_HER2_R1_G2_24_10_82_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_82_Merge(RGB),664,0,664,85,31,42,591,12,664
NCIH2170_TOTAL_HER2_R1_G0_2501_28_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_28,190,0,190,42,17,21,152,4,190
NCIH2170_HIGH_HER2_R1_G1_2404_S2_29_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_29_Merge(RGB),156,3,153,110,57,26,73,27,156
NCIH2170_HIGH_HER2_R1_G1_2404_S2_118_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_118_Merge(RGB),217,10,207,194,59,68,90,67,217
NCIH2170_HIGH_HER2_R1_G1_2404_S2_43_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_43_Merge(RGB),71,15,56,27,11,10,50,6,71
NCIH2170_LOW_HER2_R1_G0_2501_54_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_54,188,0,188,69,25,40,123,4,188
NCIH2170_HIGH_HER2_R1_G2_24_10_77_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_77_Merge(RGB),150,22,128,34,8,20,122,6,150
NCIH2170_HIGH_HER2_R1_G2_24_10_102_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_102_Merge(RGB),122,12,110,31,19,10,93,2,122
NCIH2170_TOTAL_HER2_R1_G2_24_10_120_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_120_Merge(RGB),308,7,301,95,28,50,230,17,308
NCIH2170_HIGH_HER2_R1_G0_2501_100_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_100,205,14,191,50,26,21,158,3,205
NCIH2170_HIGH_HER2_R1_G2_24_10_117_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_117_Merge(RGB),121,0,121,55,18,25,78,12,121
NCIH2170_HIGH_HER2_R1_G0_2501_59_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_59,186,9,177,52,25,26,135,1,186
NCIH2170_HIGH_HER2_R1_G1_2404_S2_68_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_68_Merge(RGB),302,37,265,88,52,30,220,6,302
NCIH2170_HIGH_HER2_R1_G0_2501_32_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_32,243,13,230,61,21,35,187,5,243
NCIH2170_LOW_HER2_R1_G0_2501_36_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_36,206,28,178,43,19,19,168,5,206
NCIH2170_HIGH_HER2_R1_G1_2404_S2_71_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_71_Merge(RGB),266,0,266,47,13,29,224,5,266
NCIH2170_LOW_HER2_R1_G2_24_10_55_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_55_Merge(RGB),234,6,228,54,30,18,186,6,234
NCIH2170_LOW_HER2_R1_G1_2404_51_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_51_Merge(RGB),161,2,159,129,63,32,66,34,161
NCIH2170_LOW_HER2_R1_G1_2404_54_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_54_Merge(RGB),215,21,194,140,91,30,94,19,215
NCIH2170_TOTAL_HER2_R1_G2_24_10_126_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_126_Merge(RGB),95,0,95,65,27,20,48,18,95
NCIH2170_HIGH_HER2_R1_G1_2404_S2_9_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_9_Merge(RGB),276,0,276,177,103,52,121,22,276
NCIH2170_LOW_HER2_R1_G0_2501_52_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_52,137,0,137,28,14,13,110,1,137
NCIH2170_TOTAL_HER2_R1_G0_2501_123_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_123,96,0,96,53,29,16,51,8,96
NCIH2170_LOW_HER2_R1_G1_2404_63_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_63_Merge(RGB),123,1,122,93,36,14,73,43,123
NCIH2170_TOTAL_HER2_R1_G0_2501_27B_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_27B,187,3,184,94,51,29,107,14,187
NCIH2170_LOW_HER2_R1_G0_2501_56_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_56,118,6,112,17,6,11,101,0,118
NCIH2170_TOTAL_HER2_R1_G2_24_10_127_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_127_Merge(RGB),274,0,274,69,22,36,216,11,274
NCIH2170_TOTAL_HER2_R1_G2_24_10_46_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_46_Merge(RGB),225,3,222,80,44,29,152,7,225
NCIH2170_TOTAL_HER2_R1_G2_24_10_96_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_96_Merge(RGB),510,2,508,158,86,64,360,8,510
NCIH2170_LOW_HER2_R1_G0_2501_31A_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_31A,230,2,228,51,17,30,183,4,230
NCIH2170_TOTAL_HER2_R1_G0_2501_60_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_60,127,0,127,69,19,41,67,9,127
NCIH2170_TOTAL_HER2_R1_G2_24_10_114_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_114_Merge(RGB),243,0,243,134,48,43,152,43,243
NCIH2170_HIGH_HER2_R1_G1_2404_S2_38_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_38_Merge(RGB),156,3,153,100,23,38,95,39,156
NCIH2170_LOW_HER2_R1_G2_24_10_50_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_50_Merge(RGB),546,7,539,145,63,62,421,20,546
NCIH2170_HIGH_HER2_R1_G0_2501_33_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_33,152,21,131,49,18,26,108,5,152
NCIH2170_LOW_HER2_R1_G0_2501_80_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_80,103,1,102,23,11,12,80,0,103
NCIH2170_LOW_HER2_R1_G1_2404_68_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_68_Merge(RGB),111,19,92,32,25,5,81,2,111
NCIH2170_HIGH_HER2_R1_G2_24_10_37_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_37_Merge(RGB),406,1,405,134,68,57,281,9,406
NCIH2170_HIGH_HER2_R1_G0_2501_19_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_19,193,13,180,54,23,24,146,7,193
NCIH2170_LOW_HER2_R1_G1_2404_70_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_70_Merge(RGB),221,0,221,142,86,40,95,16,221
NCIH2170_TOTAL_HER2_R1_G0_2501_67_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_67,156,11,145,51,24,21,111,6,156
NCIH2170_TOTAL_HER2_R1_G0_2501_107B_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_107B,125,0,125,38,9,27,89,2,125
NCIH2170_HIGH_HER2_R1_G2_24_10_24_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_24_Merge(RGB),321,2,319,146,63,57,201,26,321
NCIH2170_TOTAL_HER2_R1_G2_24_10_109_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_109_Merge(RGB),188,0,188,45,26,15,147,4,188
NCIH2170_HIGH_HER2_R1_G0_2501_44_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_44,124,5,119,45,23,16,85,6,124
NCIH2170_LOW_HER2_R1_G2_24_10_47_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_47_Merge(RGB),160,4,156,47,23,20,117,4,160
NCIH2170_HIGH_HER2_R1_G2_24_10_30_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_30_Merge(RGB),333,7,326,105,31,56,246,18,333
NCIH2170_HIGH_HER2_R1_G2_24_10_53_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_53_Merge(RGB),369,1,368,96,45,38,286,13,369
NCIH2170_TOTAL_HER2_R1_G2_24_10_15_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_15_Merge(RGB),135,2,133,75,33,30,72,12,135
NCIH2170_HIGH_HER2_R1_G2_24_10_36A_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_36A_Merge(RGB),338,2,336,81,43,33,262,5,338
NCIH2170_LOW_HER2_R1_G0_2501_83_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_83,228,1,227,38,8,30,190,0,228
NCIH2170_LOW_HER2_R1_G0_2501_82_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_82,121,0,121,38,21,13,87,4,121
NCIH2170_TOTAL_HER2_R1_G1_2404_100_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_100_Merge(RGB),384,16,368,283,177,71,136,35,384
NCIH2170_TOTAL_HER2_R1_G1_2404_41_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_41_Merge(RGB),130,0,130,69,38,19,73,12,130
NCIH2170_HIGH_HER2_R1_G2_24_10_48_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_48_Merge(RGB),296,19,277,113,21,64,211,28,296
NCIH2170_TOTAL_HER2_R1_G2_24_10_104_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_104_Merge(RGB),290,0,290,83,62,13,215,8,290
NCIH2170_TOTAL_HER2_R1_G0_2501_110_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_110,205,3,202,58,30,22,153,6,205
NCIH2170_LOW_HER2_R1_G0_2501_49_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_49,146,10,136,38,21,12,113,5,146
NCIH2170_HIGH_HER2_R1_G1_2404_S2_120_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_120_Merge(RGB),368,29,339,166,71,65,232,30,368
NCIH2170_TOTAL_HER2_R1_G2_24_10_36_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_36_Merge(RGB),227,11,216,102,21,48,158,33,227
NCIH2170_TOTAL_HER2_R1_G2_24_10_61_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_61_Merge(RGB),518,0,518,190,86,79,353,25,518
NCIH2170_LOW_HER2_R1_G2_24_10_104_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_104_Merge(RGB),198,4,194,63,31,25,142,7,198
NCIH2170_HIGH_HER2_R1_G0_2501_62_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_62,146,2,144,33,17,13,116,3,146
NCIH2170_LOW_HER2_R1_G0_2501_90_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_90,66,2,64,38,18,15,33,5,66
NCIH2170_LOW_HER2_R1_G2_24_10_7_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_7_Merge(RGB),133,7,126,44,19,21,93,4,133
NCIH2170_TOTAL_HER2_R1_G2_24_10_123_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_123_Merge(RGB),309,0,309,124,56,47,206,21,309
NCIH2170_HIGH_HER2_R1_G0_2501_120_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_120,112,28,84,26,14,9,89,3,112
NCIH2170_LOW_HER2_R1_G1_2404_79_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_79_Merge(RGB),180,2,178,69,36,20,124,13,180
NCIH2170_LOW_HER2_R1_G2_24_10_66_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_66_Merge(RGB),139,2,137,109,62,25,52,22,139
NCIH2170_LOW_HER2_R1_G0_2501_24_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_24,111,0,111,22,8,11,92,3,111
NCIH2170_TOTAL_HER2_R1_G2_24_10_75_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_75_Merge(RGB),160,0,160,47,29,16,115,2,160
NCIH2170_LOW_HER2_R1_G1_2404_47_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_47_Merge(RGB),242,6,236,98,48,41,153,9,242
NCIH2170_LOW_HER2_R1_G2_24_10_124_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_124_Merge(RGB),172,10,162,91,49,29,94,13,172
NCIH2170_HIGH_HER2_R1_G2_24_10_130_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_130_Merge(RGB),155,4,151,99,36,32,87,31,155
NCIH2170_LOW_HER2_R1_G2_24_10_82_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_82_Merge(RGB),63,2,61,26,17,7,39,2,63
NCIH2170_LOW_HER2_R1_G0_2501_51_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_51,197,14,183,50,16,32,149,2,197
NCIH2170_LOW_HER2_R1_G0_2501_57_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_57,123,13,110,30,10,17,96,3,123
NCIH2170_LOW_HER2_R1_G0_2501_118_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_118,51,1,50,25,10,8,33,7,51
NCIH2170_TOTAL_HER2_R1_G2_24_10_81_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_81_Merge(RGB),130,1,129,60,36,20,74,4,130
NCIH2170_LOW_HER2_R1_G0_2501_69_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_69,135,22,113,13,4,9,122,0,135
NCIH2170_TOTAL_HER2_R1_G1_2404_15_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_15_Merge(RGB),363,33,330,181,107,61,195,13,363
NCIH2170_LOW_HER2_R1_G0_2501_71_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_71,221,9,212,32,15,14,192,3,221
NCIH2170_TOTAL_HER2_R1_G1_2404_127_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_127_Merge(RGB),51,3,48,67,12,15,24,40,51
NCIH2170_LOW_HER2_R1_G0_2501_92_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_92,54,1,53,12,4,8,42,0,54
NCIH2170_LOW_HER2_R1_G1_2404_36_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_36_Merge(RGB),98,14,84,62,34,15,49,13,98
NCIH2170_LOW_HER2_R1_G2_24_10_75_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_75_Merge(RGB),193,31,162,79,51,17,125,11,193
NCIH2170_LOW_HER2_R1_G0_2501_130_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_130,133,2,131,39,15,21,97,3,133
NCIH2170_TOTAL_HER2_R1_G2_24_10_95_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_95_Merge(RGB),291,0,291,82,42,25,224,15,291
NCIH2170_HIGH_HER2_R1_G2_24_10_104_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_104_Merge(RGB),193,13,180,56,29,21,143,6,193
NCIH2170_LOW_HER2_R1_G1_2404_84_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_84_Merge(RGB),332,7,325,184,92,60,180,32,332
NCIH2170_LOW_HER2_R1_G1_2404_4_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_4_Merge(RGB),82,1,81,67,23,22,37,22,82
NCIH2170_LOW_HER2_R1_G1_2404_5_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_5_Merge(RGB),79,3,76,45,23,8,48,14,79
