filename,unique_id,Total,chromosome,ecDNA,MIA_total,TP,TP_partial,FN,FP,ref_total
NCIH2170_LOW_HER2_R1_G1_2404_30_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_30_Merge(RGB),261,0,261,130,80,36,145,14,261
NCIH2170_HIGH_HER2_R1_G0_2501_14_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_14,212,2,210,63,12,42,158,9,212
NCIH2170_HIGH_HER2_R1_G1_2404_S2_15_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_15_Merge(RGB),178,8,170,84,44,21,113,19,178
NCIH2170_HIGH_HER2_R1_G2_24_10_22_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_22_Merge(RGB),265,4,261,54,25,19,221,10,265
NCIH2170_HIGH_HER2_R1_G0_2501_88_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_88,119,0,119,41,21,15,83,5,119
NCIH2170_LOW_HER2_R1_G2_24_10_48_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_48_Merge(RGB),140,4,136,103,56,26,58,21,140
NCIH2170_HIGH_HER2_R1_G1_2404_S2_90_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_90_Merge(RGB),123,0,123,82,58,14,51,10,123
NCIH2170_TOTAL_HER2_R1_G1_2404_76_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_76_Merge(RGB),219,0,219,102,33,31,155,38,219
NCIH2170_LOW_HER2_R1_G0_2501_44_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_44,48,8,40,11,5,5,38,1,48
NCIH2170_LOW_HER2_R1_G2_24_10_34_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_34_Merge(RGB),113,1,112,44,22,16,75,6,113
NCIH2170_HIGH_HER2_R1_G0_2501_127_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_127,103,1,102,34,15,15,73,4,103
NCIH2170_TOTAL_HER2_R1_G2_24_10_100_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_100_Merge(RGB),496,1,495,131,67,54,375,10,496
NCIH2170_HIGH_HER2_R1_G2_24_10_19_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_19_Merge(RGB),156,2,154,57,35,14,107,8,156
NCIH2170_HIGH_HER2_R1_G1_2404_S2_28_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_28_Merge(RGB),218,5,213,80,26,28,164,26,218
NCIH2170_HIGH_HER2_R1_G2_24_10_18B_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_18B_Merge(RGB),265,13,252,52,28,14,223,10,265
NCIH2170_HIGH_HER2_R1_G2_24_10_96_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_96_Merge(RGB),90,17,73,75,36,23,31,16,90
NCIH2170_TOTAL_HER2_R1_G1_2404_50_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_50_Merge(RGB),590,0,590,348,184,119,287,45,590
NCIH2170_HIGH_HER2_R1_G2_24_10_69_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_69_Merge(RGB),102,2,100,40,10,24,68,6,102
NCIH2170_HIGH_HER2_R1_G2_24_10_82A_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_82A_Merge(RGB),225,10,215,21,10,9,206,2,225
NCIH2170_TOTAL_HER2_R1_G0_2501_69_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_69,389,0,389,98,27,66,296,5,389
NCIH2170_TOTAL_HER2_R1_G0_2501_102_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_102,240,12,228,50,22,23,195,5,240
NCIH2170_LOW_HER2_R1_G2_24_10_122_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_122_Merge(RGB),90,9,81,23,8,11,71,4,90
NCIH2170_HIGH_HER2_R1_G2_24_10_12_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_12_Merge(RGB),262,9,253,85,53,20,189,12,262
NCIH2170_LOW_HER2_R1_G0_2501_23_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_23,84,5,79,17,5,9,70,3,84
NCIH2170_TOTAL_HER2_R1_G1_2404_71_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_71_Merge(RGB),183,0,183,206,107,36,40,63,183
NCIH2170_LOW_HER2_R1_G2_24_10_65_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_65_Merge(RGB),339,1,338,115,61,36,242,18,339
NCIH2170_TOTAL_HER2_R1_G0_2501_27A_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_27A,137,10,127,73,29,28,80,16,137
NCIH2170_HIGH_HER2_R1_G0_2501_52_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_52,282,24,258,44,11,30,241,3,282
NCIH2170_LOW_HER2_R1_G1_2404_3_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_3_Merge(RGB),57,7,50,8,7,1,49,0,57
NCIH2170_LOW_HER2_R1_G0_2501_63_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_63,139,4,135,67,25,32,82,10,139
NCIH2170_TOTAL_HER2_R1_G2_24_10_69_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_69_Merge(RGB),355,0,355,110,51,43,261,16,355
NCIH2170_HIGH_HER2_R1_G1_2404_S2_37_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_37_Merge(RGB),371,13,358,111,48,45,278,18,371
NCIH2170_HIGH_HER2_R1_G2_24_10_41_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_41_Merge(RGB),313,9,304,95,63,24,226,8,313
NCIH2170_LOW_HER2_R1_G1_2404_65_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_65_Merge(RGB),150,33,117,50,8,12,130,30,150
NCIH2170_LOW_HER2_R1_G2_24_10_74_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_74_Merge(RGB),63,0,63,47,23,10,30,14,63
NCIH2170_LOW_HER2_R1_G1_2404_55_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_55_Merge(RGB),182,2,180,118,77,24,81,17,182
NCIH2170_TOTAL_HER2_R1_G2_24_10_89_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_89_Merge(RGB),368,0,368,57,21,33,314,3,368
NCIH2170_LOW_HER2_R1_G2_24_10_95_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_95_Merge(RGB),178,9,169,90,36,38,104,16,178
NCIH2170_TOTAL_HER2_R1_G2_24_10_64_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_64_Merge(RGB),664,0,664,134,69,56,539,9,664
NCIH2170_TOTAL_HER2_R1_G2_24_10_44_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_44_Merge(RGB),168,2,166,55,22,22,124,11,168
NCIH2170_HIGH_HER2_R1_G2_24_10_112_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_112_Merge(RGB),484,4,480,120,63,41,380,16,484
NCIH2170_HIGH_HER2_R1_G2_24_10_89_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_89_Merge(RGB),296,8,288,70,21,47,228,2,296
NCIH2170_LOW_HER2_R1_G0_2501_98_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_98,71,7,64,19,13,5,53,1,71
NCIH2170_LOW_HER2_R1_G1_2404_41_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_41_Merge(RGB),200,17,183,51,24,21,155,6,200
NCIH2170_HIGH_HER2_R1_G2_24_10_99_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_99_Merge(RGB),77,3,74,77,28,17,32,32,77
NCIH2170_TOTAL_HER2_R1_G2_24_10_115_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_115_Merge(RGB),599,0,599,163,79,60,460,24,599
NCIH2170_TOTAL_HER2_R1_G0_2501_92_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_92,190,0,190,61,29,23,138,9,190
NCIH2170_TOTAL_HER2_R1_G0_2501_120_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_120,259,0,259,61,20,40,199,1,259
NCIH2170_LOW_HER2_R1_G2_24_10_26_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_26_Merge(RGB),361,8,353,95,55,33,273,7,361
NCIH2170_TOTAL_HER2_R1_G1_2404_26_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_26_Merge(RGB),155,3,152,45,29,13,113,3,155
NCIH2170_TOTAL_HER2_R1_G1_2404_22_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_22_Merge(RGB),86,1,85,35,21,8,57,6,86
NCIH2170_TOTAL_HER2_R1_G1_2404_115_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_115_Merge(RGB),226,2,224,139,71,32,123,36,226
NCIH2170_HIGH_HER2_R1_G1_2404_S2_98_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_98_Merge(RGB),296,1,295,85,48,23,225,14,296
NCIH2170_TOTAL_HER2_R1_G1_2404_35_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_35_Merge(RGB),68,0,68,27,20,5,43,2,68
NCIH2170_LOW_HER2_R1_G0_2501_119_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_119,120,5,115,54,27,16,77,11,120
NCIH2170_LOW_HER2_R1_G2_24_10_31_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_31_Merge(RGB),225,9,216,63,49,11,165,3,225
NCIH2170_HIGH_HER2_R1_G1_2404_S2_97_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_97_Merge(RGB),340,0,340,186,100,50,190,36,340
NCIH2170_TOTAL_HER2_R1_G2_24_10_10_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_10_Merge(RGB),317,6,311,138,36,67,214,35,317
NCIH2170_HIGH_HER2_R1_G1_2404_S2_103_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_103_Merge(RGB),71,0,71,25,9,14,48,2,71
NCIH2170_TOTAL_HER2_R1_G2_24_10_19_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_19_Merge(RGB),264,1,263,98,59,25,180,14,264
NCIH2170_TOTAL_HER2_R1_G2_24_10_110_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_110_Merge(RGB),367,0,367,88,16,59,292,13,367
NCIH2170_TOTAL_HER2_R1_G0_2501_12_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_12,374,17,357,102,2,82,290,18,374
NCIH2170_TOTAL_HER2_R1_G1_2404_103_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_103_Merge(RGB),313,2,311,159,101,30,182,28,313
NCIH2170_HIGH_HER2_R1_G2_24_10_21_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_21_Merge(RGB),355,6,349,203,112,60,183,31,355
NCIH2170_TOTAL_HER2_R1_G1_2404_128_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_128_Merge(RGB),75,2,73,91,26,15,34,50,75
NCIH2170_LOW_HER2_R1_G1_2404_56_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_56_Merge(RGB),67,10,57,21,14,4,49,3,67
NCIH2170_TOTAL_HER2_R1_G1_2404_117_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_117_Merge(RGB),364,3,361,174,91,55,218,28,364
NCIH2170_TOTAL_HER2_R1_G0_2501_29_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_29,130,4,126,47,21,18,91,8,130
NCIH2170_LOW_HER2_R1_G2_24_10_116_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_116_Merge(RGB),164,5,159,84,43,28,93,13,164
NCIH2170_LOW_HER2_R1_G1_2404_57_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_57_Merge(RGB),332,0,332,207,95,60,177,52,332
NCIH2170_LOW_HER2_R1_G1_2404_58_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_58_Merge(RGB),542,9,533,145,66,57,419,22,542
NCIH2170_HIGH_HER2_R1_G1_2404_S2_53_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_53_Merge(RGB),113,3,110,45,17,28,68,0,113
NCIH2170_TOTAL_HER2_R1_G1_2404_25_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_25_Merge(RGB),39,2,37,16,9,5,25,2,39
NCIH2170_HIGH_HER2_R1_G2_24_10_111_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_111_Merge(RGB),370,22,348,133,37,72,261,24,370
NCIH2170_LOW_HER2_R1_G2_24_10_35_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_35_Merge(RGB),130,9,121,57,35,10,85,12,130
NCIH2170_HIGH_HER2_R1_G0_2501_10_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_10,246,0,246,97,0,33,213,64,246
NCIH2170_HIGH_HER2_R1_G2_24_10_13_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_13_Merge(RGB),172,1,171,48,33,6,133,9,172
NCIH2170_TOTAL_HER2_R1_G0_2501_44_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_44,153,1,152,52,23,23,107,6,153
NCIH2170_HIGH_HER2_R1_G2_24_10_124_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_124_Merge(RGB),62,1,61,18,5,5,52,8,62
NCIH2170_LOW_HER2_R1_G2_24_10_87_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_87_Merge(RGB),289,0,289,117,40,61,188,16,289
NCIH2170_HIGH_HER2_R1_G0_2501_48_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_48,180,18,162,40,17,18,145,5,180
NCIH2170_TOTAL_HER2_R1_G2_24_10_108_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_108_Merge(RGB),636,7,629,232,117,90,429,25,636
NCIH2170_HIGH_HER2_R1_G2_24_10_71_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_71_Merge(RGB),57,16,41,22,11,7,39,4,57
NCIH2170_HIGH_HER2_R1_G2_24_10_113_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_113_Merge(RGB),189,1,188,89,23,58,108,8,189
NCIH2170_HIGH_HER2_R1_G2_24_10_43_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_43_Merge(RGB),362,7,355,51,30,16,316,5,362
NCIH2170_TOTAL_HER2_R1_G2_24_10_21_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_21_Merge(RGB),298,16,282,60,24,27,247,9,298
NCIH2170_TOTAL_HER2_R1_G0_2501_20_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_20,92,0,92,50,16,19,57,15,92
NCIH2170_TOTAL_HER2_R1_G1_2404_38_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_38_Merge(RGB),169,0,169,142,78,27,64,37,169
NCIH2170_LOW_HER2_R1_G2_24_10_94_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_94_Merge(RGB),183,0,183,58,35,23,125,0,183
NCIH2170_TOTAL_HER2_R1_G0_2501_113_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_113,178,10,168,42,13,29,136,0,178
NCIH2170_LOW_HER2_R1_G2_24_10_22_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_22_Merge(RGB),60,5,55,30,18,7,35,5,60
NCIH2170_TOTAL_HER2_R1_G0_2501_30_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_30,188,0,188,75,21,47,120,7,188
NCIH2170_LOW_HER2_R1_G0_2501_2_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_2,93,4,89,29,0,4,89,25,93
NCIH2170_TOTAL_HER2_R1_G2_24_10_24_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_24_Merge(RGB),495,0,495,123,56,48,391,19,495
NCIH2170_LOW_HER2_R1_G0_2501_16_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_16,132,3,129,71,24,27,81,20,132
NCIH2170_HIGH_HER2_R1_G1_2404_S2_67_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_67_Merge(RGB),236,87,149,52,22,27,187,3,236
NCIH2170_HIGH_HER2_R1_G2_24_10_68_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_68_Merge(RGB),106,1,105,55,11,29,66,15,106
NCIH2170_LOW_HER2_R1_G0_2501_50_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_50,322,17,305,52,23,26,273,3,322
NCIH2170_LOW_HER2_R1_G1_2404_18_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_18_Merge(RGB),88,3,85,45,19,13,56,13,88
NCIH2170_HIGH_HER2_R1_G2_24_10_54_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_54_Merge(RGB),366,16,350,172,65,76,225,31,366
NCIH2170_LOW_HER2_R1_G0_2501_106_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_106,139,11,128,51,15,33,91,3,139
NCIH2170_LOW_HER2_R1_G2_24_10_129_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_129_Merge(RGB),68,13,55,37,18,9,41,10,68
NCIH2170_HIGH_HER2_R1_G2_24_10_15B_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_15B_Merge(RGB),503,13,490,91,53,32,418,6,503
NCIH2170_HIGH_HER2_R1_G0_2501_66_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_66,94,5,89,12,1,10,83,1,94
NCIH2170_HIGH_HER2_R1_G0_2501_50_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_50,124,2,122,32,12,18,94,2,124
NCIH2170_TOTAL_HER2_R1_G0_2501_33_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_33,183,6,177,61,22,30,131,9,183
NCIH2170_HIGH_HER2_R1_G2_24_10_23_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_23_Merge(RGB),418,37,381,126,75,42,301,9,418
NCIH2170_LOW_HER2_R1_G0_2501_26_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_26,91,8,83,50,22,17,52,11,91
NCIH2170_HIGH_HER2_R1_G2_24_10_107_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_107_Merge(RGB),243,17,226,70,37,27,179,6,243
NCIH2170_TOTAL_HER2_R1_G0_2501_50_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_50,126,6,120,29,7,17,102,5,126
NCIH2170_TOTAL_HER2_R1_G2_24_10_102_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_102_Merge(RGB),308,0,308,91,39,40,229,12,308
NCIH2170_LOW_HER2_R1_G2_24_10_76_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_76_Merge(RGB),349,0,349,105,49,41,259,15,349
NCIH2170_HIGH_HER2_R1_G0_2501_77_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_77,89,3,86,29,2,20,67,7,89
NCIH2170_LOW_HER2_R1_G1_2404_69_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_69_Merge(RGB),302,1,301,219,112,54,136,53,302
NCIH2170_HIGH_HER2_R1_G2_24_10_120_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_120_Merge(RGB),507,5,502,132,66,54,387,12,507
NCIH2170_TOTAL_HER2_R1_G1_2404_53_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_53_Merge(RGB),244,0,244,150,97,22,125,31,244
NCIH2170_LOW_HER2_R1_G0_2501_11_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_11,86,1,85,33,1,12,73,20,86
NCIH2170_TOTAL_HER2_R1_G1_2404_108_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_108_Merge(RGB),146,1,145,112,55,20,71,37,146
NCIH2170_TOTAL_HER2_R1_G2_24_10_49_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_49_Merge(RGB),464,3,461,100,45,50,369,5,464
NCIH2170_LOW_HER2_R1_G2_24_10_63_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_63_Merge(RGB),214,2,212,145,104,25,85,16,214
NCIH2170_HIGH_HER2_R1_G0_2501_20_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_20,255,20,235,114,62,42,151,10,255
NCIH2170_HIGH_HER2_R1_G0_2501_17_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_17,148,4,144,37,11,22,115,4,148
NCIH2170_HIGH_HER2_R1_G2_24_10_40_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_40_Merge(RGB),256,7,249,45,22,22,212,1,256
NCIH2170_LOW_HER2_R1_G0_2501_107_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_107,281,22,259,96,33,60,188,3,281
NCIH2170_TOTAL_HER2_R1_G0_2501_66_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_66,147,0,147,71,20,32,95,19,147
NCIH2170_TOTAL_HER2_R1_G2_24_10_4_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_4_Merge(RGB),92,15,77,50,21,12,59,17,92
NCIH2170_TOTAL_HER2_R1_G0_2501_13_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_13,218,8,210,68,29,27,162,12,218
NCIH2170_TOTAL_HER2_R1_G1_2404_3_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_3_Merge(RGB),261,0,261,210,107,48,106,55,261
NCIH2170_HIGH_HER2_R1_G1_2404_S2_76_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_76_Merge(RGB),359,1,358,167,91,53,215,23,359
NCIH2170_TOTAL_HER2_R1_G1_2404_12_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_12_Merge(RGB),242,5,237,181,124,32,86,25,242
NCIH2170_TOTAL_HER2_R1_G2_24_10_7_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_7_Merge(RGB),236,4,232,102,47,34,155,21,236
NCIH2170_HIGH_HER2_R1_G1_2404_S2_50_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_50_Merge(RGB),141,2,139,99,43,26,72,30,141
NCIH2170_HIGH_HER2_R1_G2_24_10_105C_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_105C_Merge(RGB),87,1,86,69,12,25,50,32,87
NCIH2170_TOTAL_HER2_R1_G1_2404_11_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_11_Merge(RGB),230,22,208,148,60,61,109,27,230
NCIH2170_HIGH_HER2_R1_G1_2404_S2_65_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_65_Merge(RGB),150,3,147,48,21,15,114,12,150
NCIH2170_HIGH_HER2_R1_G1_2404_S2_77_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_77_Merge(RGB),218,1,217,127,73,34,111,20,218
NCIH2170_TOTAL_HER2_R1_G0_2501_129_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_129,369,0,369,113,44,65,260,4,369
NCIH2170_TOTAL_HER2_R1_G0_2501_65_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_65,195,15,180,38,24,11,160,3,195
NCIH2170_TOTAL_HER2_R1_G1_2404_104_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_104_Merge(RGB),280,0,280,226,95,49,136,82,280
NCIH2170_TOTAL_HER2_R1_G0_2501_11_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_11,245,12,233,64,0,37,208,27,245
NCIH2170_LOW_HER2_R1_G1_2404_48_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_48_Merge(RGB),143,3,140,89,36,39,68,14,143
NCIH2170_HIGH_HER2_R1_G0_2501_91_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_91,395,11,384,71,27,38,330,6,395
NCIH2170_LOW_HER2_R1_G2_24_10_125_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_125_Merge(RGB),142,0,142,85,40,29,73,16,142
NCIH2170_TOTAL_HER2_R1_G1_2404_31_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_31_Merge(RGB),372,63,309,273,81,130,161,62,372
NCIH2170_HIGH_HER2_R1_G0_2501_90_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_90,174,4,170,51,25,18,131,8,174
NCIH2170_TOTAL_HER2_R1_G1_2404_60_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_60_Merge(RGB),60,0,60,65,27,12,21,26,60
NCIH2170_LOW_HER2_R1_G2_24_10_5_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_5_Merge(RGB),195,6,189,98,50,36,109,12,195
NCIH2170_HIGH_HER2_R1_G2_24_10_32_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_32_Merge(RGB),489,10,479,178,95,61,333,22,489
NCIH2170_HIGH_HER2_R1_G1_2404_S2_130_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_130_Merge(RGB),369,4,365,136,64,40,265,32,369
NCIH2170_LOW_HER2_R1_G1_2404_59_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_59_Merge(RGB),236,5,231,104,54,38,144,12,236
NCIH2170_TOTAL_HER2_R1_G0_2501_83_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_83,288,0,288,55,21,32,235,2,288
NCIH2170_TOTAL_HER2_R1_G0_2501_99_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_99,186,3,183,31,13,18,155,0,186
NCIH2170_LOW_HER2_R1_G0_2501_3_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_3,91,2,89,52,1,18,72,33,91
